# ----------------------------------------
# Report CSV Export
# Account: 90 - SNO Sites
# Property: Vanderbilt University
# ----------------------------------------
# 
# All Users
# Start date: 20230101
# End date: 20240504
Country,Users,New users,Engaged sessions,Engagement rate,Engaged sessions per user,Average engagement time,Event count,Key events,Total revenue
Guinea,3,3,1,0.25,0.3333333333333333,0.3333333333333333,13,0,0
Monaco,3,3,1,0.3333333333333333,0.3333333333333333,33.666666666666664,11,0,0
Montserrat,3,3,2,0.4,0.6666666666666666,102.33333333333333,15,0,0
San Marino,3,3,0,0,0,0,9,0,0
Cape Verde,2,2,2,1,1,19.5,8,0,0
French Guiana,2,2,2,1,1,27,9,0,0
Mali,2,2,1,0.5,0.5,57.5,8,0,0
Martinique,2,1,2,1,1,72.5,11,0,0
New Caledonia,2,2,1,0.3333333333333333,0.5,18,10,0,0
Vanuatu,2,2,1,0.3333333333333333,0.5,2.5,11,0,0
British Indian Ocean Territory,1,1,0,0,0,0,3,0,0
Burkina Faso,1,1,0,0,0,0,3,0,0
Central African Republic,1,1,0,0,0,0,3,0,0
Comoros,1,1,0,0,0,1,4,0,0
Cook Islands,1,1,0,0,0,0,3,0,0
Guinea-Bissau,1,1,1,1,1,57,4,0,0
Marshall Islands,1,1,1,1,1,48,4,0,0
St. Barthélemy,1,1,1,1,1,273,10,0,0
Timor-Leste,1,1,0,0,0,0,3,0,0
